h_comment,h_date,h_name,h_rating,h_reviewer_name,h_title_comment
"Phòng đẹp dịch vụ ok, các bạn nhân viên lễ tân hỗ trợ thủ tục check in nhanh gọn và nhiệt tình. Đồ ăn đa dạng, phòng luôn được dọn sạch sẽ. Cảm ơn tất cả các bạn, hẹn một ngày gần nhất quay lại nơi đây",  thg 2 2021,Khách sạn & Spa Bãi biển Sunrise Nha Trang,ui_bubble_rating bubble_40,meomeo123@,2021 ❤️
"Thái độ nhân viên thiếu thân thiện, chất lượng phục vụ tồi tệ. Nhân viên CSKH cũng như Giám đốc kinh doanh ko làm hài lòng KH, ko giải đáp được thắc mắc của KH. Làm gì có chuyện NV tư vấn một kiểu giờ KH muốn dời phòng do dịch bệnh, đó là Trường hợp bất khả kháng chứ khách đâu có muốn mà ks ko cho họ dời phòng cũng ko hoàn trả lại tiền như vậy gọi là cướp, cướp trắng mồ hôi công sức tiền của KH chứ còn gì, như vậy sao nghe dc. Tôi cần lời giải đáp chính đáng.",  thg 12 2020,Alana Nha Trang Beach Hotel,ui_bubble_rating bubble_10,Ngô Thu,Chất lượng phục vụ kém
"Phòng sạch đẹp, nhà ăn sạch sẽ lịch sự. Nhân viên nhiệt tình dễ thương. Tuy nhiên kid club cần được cải thiện, buổi tối quá ít đèn làm không gian bị tối nên các bé hơi sợ khi lên chơi Sẽ quay lại nhiều lần nữa ❤️",  thg 11 2018,Alana Nha Trang Beach Hotel,ui_bubble_rating bubble_40,Quỳnh Hương,Một khách sạn lý tưởng để ở
"Chào Gần đây, chúng tôi đã ở tại khu nghỉ mát này với 2 bé trai từ 10 đến 8 tuổi. Từ trang web trực tuyến, nó trông hoàn hảo. Thật đáng buồn khi chúng tôi đến. Khu nghỉ mát rất đẹp, xanh tươi và tươi tốt với nhiều không gian. Thật không may, có rất ít nhân viên nói tiếng Anh nhưng nhiều người nói tiếng Nga vì NhaTrang có nhiều khách du lịch Nga. Các hồ bơi là rất lớn nhưng sau 30 phút bơi trong đó trẻ em của chúng tôi phàn nàn về đau đớn trong nhiều bộ phận của cơ thể của họ do kích ứng da từ mức độ cao của hóa chất trong hồ bơi. Sau đó, họ không thể bơi trong hồ bơi trong 4 ngày do cơn đau mà họ trải qua trên da khi ở trong hồ bơi. Chúng tôi đã ở 8 đêm trước ở Hội An và chúng tôi không có vấn đề gì trong hồ bơi cả. Hồ bơi cũng cực kỳ ấm áp và không làm mới gì cả trong thời tiết",  thg 8 2018,Diamond Bay Resort & Spa,ui_bubble_rating bubble_20,Andrea G,Không tuyệt vời cho một gia đình
"Khu nghỉ mát ấn tượng đầu tiên của tôi là đội ngũ nhân viên nói tiếng Anh rất hạn chế. Tôi không khuyên bạn nên nghỉ mát cho gia đình. Chúng tôi là một gia đình nếu 2 bé trai 8 & 11 tuổi. Chúng tôi cũng đi du lịch với một gia đình khác. Tất cả 4 chàng trai phát triển nổi ban từ hồ bơi làm cho bơi lội không thể chịu nổi. Xe buýt giới hạn vào thị trấn cách đó 25 phút. Nói chung, tôi không khuyên bạn nên nghỉ mát cho các gia đình",  thg 7 2018,Diamond Bay Resort & Spa,ui_bubble_rating bubble_20,Simone B,Kỳ nghỉ việt nam
"Hồ bơi sạch lớn, nỗ lực tuyệt vời với công việc làm vườn đáng yêu, nhiều phòng vệ sinh sạch sẽ xung quanh khu nghỉ mát, spa khá tốt (mặc dù liệu pháp mát-xa chân có thể đi kèm với bồn nước nóng thông thường cho bàn chân bắt đầu sẽ được tốt đẹp), bungalow có phòng tắm lớn. Khác với những điểm tích cực này - và có lẽ vì tháng 7 có thể là một mùa thấp điểm, khu nghỉ mát dường như đã có thời hoàng kim của nó và bị lãng phí. Đây chỉ là kinh nghiệm cá nhân của chúng tôi như một bồn tắm và vòi sen gia đình, vừa đủ nước nóng cho 2-3 vòi sen nhanh chóng trong một hàng, không đủ ánh sáng trong phòng, dịch vụ F & be rất chậm (nhà hàng và quầy bar hồ bơi mất quá lâu thậm chí chỉ để lấy bia và rượu ra tủ lạnh và đổ vào ly - không phải là khách hàng định hướng dịch vụ), khi ký và viết số",  thg 7 2018,Diamond Bay Resort & Spa,ui_bubble_rating bubble_20,Grace C,Một khu nghỉ mát đã có thời hoàng kim
"Chúng tôi đặt một bungalow nhìn ra biển trong 2 đêm thông qua đặt phòng. com, với mức giá 184 đô la Mỹ. Chiếc phà đến hòn đảo được bao gồm trong giá đó, cảm ơn trời. Bởi vì đó có thể là điều kỳ quặc được bao gồm ở nơi này.  Chúng tôi đã phải thay đổi ngày cuối cùng của chúng tôi vì các vấn đề cá nhân, và khu nghỉ mát đã thay đổi chúng miễn phí, mà chúng tôi thực sự đánh giá cao.  Các bungalow được trang trí đẹp mắt với phòng tắm hiện đại và có kích thước tốt. Chúng được duy trì tốt. Nhưng bạn bỏ lỡ vô số thứ; những thứ mà bạn thậm chí còn nhận được ở các khách sạn có giá 10 đô la mỗi đêm. Ví dụ, chúng tôi phải mua dầu gội đầu trong khu nghỉ mát, bởi vì chúng tôi không có trong phòng tắm! ! Chai nước mà chúng tôi thậm chí nhận được trong ký túc xá 10 đô la, không có nơi nào được",  thg 4 2018,Khu nghỉ dưỡng Đảo Cá voi,ui_bubble_rating bubble_20,Chantal P,Các bungalow đẹp mua waaaaay đắt tiền
". . Nó không phải là hoàn hảo Resort này là một nơi tốt đẹp là bạn có thể thư giãn nếu thời tiết là hoàn hảo, nếu không nó có thể thực sự nhàm chán. Ở lại 4 đêm với gia đình trong một túp lều gia đình. Các túp lều là rất xác thực và cơ bản, không sang trọng, 3 giường và một số đồ nội thất bằng gỗ. Không có cửa sổ chỉ có cửa chớp. Mong đợi các loài khác nhau trong túp lều. Khu nghỉ mát này nằm trong một vịnh nhỏ xinh xắn với bãi biển xinh đẹp. Bạn có thể thuê kayak, xuồng và thiết bị lặn. Có một cửa hàng nhỏ bán bia và softdrinks. Không có snaks. Đó là một vấn đề bạn không thể mua bất cứ thứ gì khác hơn là đồ uống và thức ăn có sẵn cho bữa trưa và bữa tối. Bữa tối rất ngon, một số món ngon nhất chúng tôi nếm thử tại Việt Nam. WIFI chỉ ở khu vực quầy bar và không hoạt động tốt.",  thg 3 2018,Khu nghỉ dưỡng Đảo Cá voi,ui_bubble_rating bubble_30,per f,"Thiên đường, nhưng ...."
Đến bằng thuyền. Chỗ ở trong bungalow - cơ bản nhưng ok. Đem một ngọn đuốc cho đêm trước. Nhà hàng và khu vực quầy bar tốt - nơi có Wi-fi. Thật không may khi chúng tôi đã ở đó nó đã được trong mắt của một cơn bão để điều hành tour du lịch của chúng tôi di chuyển chúng tôi sau 1 đêm. Họ đã bảo vệ nơi này khi chúng tôi rời đi. Tuy nhiên một sự xuất hiện bình thường và hy vọng nó sẽ ổn. Tôi muốn ở lại lâu hơn.,  thg 11 2017,Khu nghỉ dưỡng Đảo Cá voi,ui_bubble_rating bubble_40,NDMEdinburgh,Great island hotel
"Khu resort nằm gần Bãi Dài, cách xa trung tâm Thành phố, trải dài trên một dải đất ven đường từ sân bay về Nha Trang. Thiết kế và nội thất mang phong cách hiện đại, khá nhiều mảng xanh, kể cả trên nóc nhà của các Villa. Khu Villa có bể bơi riêng ở gần biển thì trước mặt là bãi đá lớn, trông lởm chởm (có thể là phong cách gì đó, giống kiểu vài bãi biển bên Châu Âu chăng), Villa có bể bơi riềng nằm trên cao là nơi có tầm nhìn đẹp nhất, ngắm một phần Vịnh Nha Trang, tầm nhìn rất rộng. Các phòng Condo giá vừa phải nhưng kém riêng tư. Dịch vụ rất tốt, nhân viên thân thiện và nhiệt tình. Bữa sáng ngon nhưng mục tiêu chủ yếu phục vụ khách Tây nên khách Việt sẽ chóng ngán nếu ở 3-4 ngày. Nếu đi gia đình tới đây thì cũng không biết cho bọn trẻ chơi gì ngoài bể bơi. Muốn đi vào Thành phố",  thg 3 2016,Mia Resort Nha Trang,ui_bubble_rating bubble_30,dangquang,"Chỉ phù hợp nghỉ dưỡng, loanh quanh trong resort"
"Nằm theo triền đồi, nhưng Mia thiết kế rất độc đáo, tôi thật sự thích nơi này, không gian sang trọng nhưng rất lãng mạn, phòng ngủ rất trang nhã, phục vụ rất chuyên nghiệp, bãi biển nhỏ nhưng thật thoải mái!",  thg 4 2015,Mia Resort Nha Trang,ui_bubble_rating bubble_40,Ken P,"Lãng mạn, lịch sự"
"Sau 1 ngày làm việc mệt mỏi, k có điều kiện đi xa nên tôi chọn khách sạn galina nằm ngay trung tâm TP để thư giãn. Tôi tới lúc 20h00,chọn gói dịch vụ massage toàn thân 60 phút,được 1 chị nhân viên người nga massage, cuối ngày khách khá đông nhưng chị vẫn niềm nở vui vẻ nhiệt tình, tôi cảm thấy hài lòng,nhất định 1 ngày k xa tôi sẽ cùng gia đình và bạn bè ghé tới.",  thg 3 2019,Galina Hotel & Spa,ui_bubble_rating bubble_40,Diệu Lâm,Spa
"Chúng tôi cho thuê căn hộ 2 phòng ngủ trong căn hộ Maple. Làm sạch tốt đẹp ,,, khi chúng tôi đến vào buổi tối, không có gì trong căn hộ đó. . . thậm chí không giấy vệ sinh không có nước. . 3 đĩa không có cốc cà phê. . . Rất hạn chế mọi thứ. Vì vậy, bạn cần phải có được mọi thứ từ các cửa hàng. Ngày hôm sau, quản gia rất tốt bụng và thân thiện và cô ấy nói tiếng Anh. Vì vậy, cô ấy cho chúng tôi biết nếu chúng tôi sử dụng bể bơi, chúng tôi phải trả 8 usd / 150, 000 đồng mỗi người mỗi ngày nếu chúng tôi sử dụng nó! ! ! Khi chúng tôi đặt phòng không ai nhắc đến điều đó! ! Chúng tôi cảm thấy tại chúng tôi đã được tấm.",  thg 1 2019,Maple Hotel & Apartment,ui_bubble_rating bubble_30,matti T,Quá nhiều lời hứa
"Phòng ở đây đẹp, giường lại ổn. Bạn sẽ nhận được đánh giá tốt hơn từ tôi nếu bạn không tính phí cho tôi 200 k dong cho thảm tắm bẩn. Tôi không quan tâm đến tiền, nhưng khi bạn không cung cấp thảm phơi khô đầy đủ, v.v. ở phía trước khách sạn, đừng phàn nàn với tôi về một tấm thảm tắm bẩn trong cơn mưa xối xả. Chúng tôi cũng hỏi ý tưởng về địa điểm ăn uống và tất cả những gì chúng tôi được nói là quán bar đường chân trời thuộc sở hữu của khách sạn. Tôi không phải là người để tranh luận về 200 k dong, đó là một nguyên tắc được gọi là khách sạn và nhân viên của bạn phải học. Cho thuê xe tay ga khách sạn cũng cố gắng để xé chúng tôi ra. Tôi sẽ không quay lại, tôi chắc chắn có những nơi tốt hơn với cùng mức giá tôn trọng khách hàng. Không có nghĩa là 4 sao này",  thg 1 2019,Maple Hotel & Apartment,ui_bubble_rating bubble_20,Tim O,"Phòng ổn, nhưng tôn trọng khách hàng"
"Ưu điểm: Chúng tôi có đơn vị 3 phòng ngủ khi chúng tôi đến như một gia đình. Đơn vị đã được sạch sẽ, Phòng được ok, đủ lớn để phù hợp với tất cả 6 của chúng tôi. Các đơn vị có tất cả mọi thứ chúng tôi cần, một nhà bếp, máy giặt, tv trong phòng khách và tv trong tất cả các phòng, 2 nhà vệ sinh và phòng tắm được tốt đẹp xem xét có 6 người trong chúng ta.  Ăn sáng buffet đã có một phạm vi tốt và đa dạng. Nhưng có quá nhiều khách hàng Trung Quốc nên việc nghỉ ngơi rất ồn ào.  Nhược điểm: Đặt một chiếc xe với khách sạn cho thả tại sân bay. Tôi xác nhận nó ba lần với quầy lễ tân chỉ để chắc chắn khi chúng tôi rời khỏi buổi sáng sớm. Quầy lễ tân xác nhận xe sẽ đợi lúc 5:30 sáng cùng với các hộp ăn sáng của khách sạn. 5: 30 giờ sáng và ô bữa ăn sáng đang đợi. Tôi phải đôn đốc quầy lễ",  thg 8 2018,Maple Hotel & Apartment,ui_bubble_rating bubble_40,Makii Kun,Giá trị của đồng tiền
"Đã được xác nhận để nhận phòng sớm từ phía khách sạn, tuy nhiên khi tôi vào căn hộ, sau 9 giờ bay, họ nói với tôi rằng họ đã được đặt đầy đủ vào ngày hôm trước và không thể giữ phòng để nhận phòng sớm như đã xác nhận Tôi cần phải đợi giờ kiểm tra thông thường.  Mặc dù tôi đã có một cuộc thảo luận dài với phía khách sạn về việc lựa chọn phòng và kiểm tra sớm, và mọi thứ đã được xác nhận, nhưng những gì thực sự xảy ra thực sự khiến tôi thất vọng  Tôi không có đầu mối làm thế nào họ sẽ cung cấp dịch vụ 4 sao cho người khác, nhưng tôi sẽ đánh giá dịch vụ khách hàng thuộc về khách sạn này chỉ là 1. Và chắc chắn sẽ không giới thiệu nó cho bất kỳ ai khác!",  thg 7 2018,Maple Hotel & Apartment,ui_bubble_rating bubble_10,Ron1312,Dịch vụ khách hàng không tuyệt vời
"Khách sạn trông đẹp, và các nhân viên thân thiện. Tuy nhiên, chúng tôi đã được đặt ngay bên cạnh công trường xây dựng - chúng tôi không thể thư giãn hoặc ngủ trưa vì tiếng ồn. Decibel - đọc đọc 81 dB - lớn như giao thông đường cao tốc. Tránh nếu bạn muốn có một thời gian thư giãn ở Nha Trang. . .",  thg 7 2018,Maple Hotel & Apartment,ui_bubble_rating bubble_10,TK10291,Xây dựng lớn
"Xô bồ quá, bãi biển chưa được sạch sẽ lắm, ăn sáng chưa phong phú,  phong nghỉ còn có mùi sơn, hình như mới được sơn xong nên tôi vào phòng mùi còn nồng lắm, gây khó chịu & ngạt thở Các bạn lễ tân niềm nở, chào đón khách ok, riêng phục vụ hơi chậm, tôi gọi món mà đợi rất lâu mới đem ra.",  thg 12 2019,Khách sạn & Spa Bãi biển Sunrise Nha Trang,ui_bubble_rating bubble_40,Duonghongquang,Trải Nghiệm
"Lần đầu tiên ở khách sạn, lại đặt 4 phòng để khách ở (Deluxe Ocean View King), nhưng đánh giá dịch vụ tệ, không xứng tiêu chuẩn 5*. Chỉ có mỗi phòng rộng, hướng biển thế là xong, còn lại không có gì cả. - Buổi tối đi chơi về, bạn chở về bằng xe máy chay vô. Đón nhận được từ bảo vệ đúng 2 chữ không có đầu đuôi ""ê, ê..."". Rất bực mình nhưng định lơ thì bảo vệ nói chuyện với thái độ láo toét ngông ngênh, chắc người ta khinh người đi xe máy và không nghĩ mình đi xe máy không ở tại đây. Xin lỗi nếu tôi không nhìn thấy (hoặc không có) cái biển cấm xe máy, nhưng dù có cấm thì hãy có thái độ lịch sự, hướng dẫn đúg với chuẩn 5 sao. - Còn dịch vụ phục vụ khác cũng không hơn gì, rất bình thường, không thấy được gì là tinh thần lấy phục vụ làm hài lòng.  Nếu khách sạn muốn đảm bảo đẳng cấp",  thg 7 2019,Khách sạn & Spa Bãi biển Sunrise Nha Trang,ui_bubble_rating bubble_10,Khách 2 đêm,Không xứng đáng với tiêu chuẩn 5 sao
"Nhà hàng rất sạch sẽ,thực phẩm tươi ngon, món ăn được bày đẹp mắt. Không gian bày trí rất là bắt mắt dễ nhìn. Nhân viên phục vụ rất chu đáo và cực kì dễ gần. Thanh toán nhanh gọn và chính xác. Địa điểm dễ tìm.",  thg 1 2019,Khách sạn & Spa Bãi biển Sunrise Nha Trang,ui_bubble_rating bubble_40,Thuonghoang,Du lịch
"Ở lại đây một đêm. Đến xe buýt đêm lúc 4 giờ sáng, nhà trọ có khu vực nơi bạn có thể đặt túi xách và ngủ trên giường tầng trước khi bạn nhận phòng rất hữu ích. Phòng rộng rãi và sạch sẽ giường rất thoải mái, phòng tắm hơi lỗi thời so với các ký túc xá khác ở Việt Nam. Khăn tắm được cung cấp cho cả phòng và bãi biển. Rooftop là loại bia miễn phí ngon tuyệt mỗi đêm và bữa sáng thật tuyệt vời: trứng, bánh mì nướng, bánh kếp, trái cây, ngũ cốc tự chọn nhiều như bạn có thể ăn. Sẽ giới thiệu cho các du khách ba lô khác. Chúng tôi cũng đã có một chuyến đi đến I - khu nghỉ mát trong khi ở đây với bồn tắm bùn, hồ bơi trị liệu thủy sinh, hồ bơi mùa xuân vv chắc chắn giá trị một chuyến đi",  thg 5 2017,Mojzo Inn,ui_bubble_rating bubble_40,TheBackPackingCouple,"Giường thoải mái, rất hữu ích khi xuống xe buýt đêm"
"Vị trí là rất tốt - rất gần với bãi biển và trung tâm cho tất cả các nhà hàng và quán bar. Các bữa ăn sáng là đặc biệt - sữa chua tự chế, ngũ cốc, bánh kếp, bánh mì nướng và làm món trứng tráng của riêng bạn! Các cơ sở và cơ hội được cung cấp bởi các nhân viên là tuyệt vời. Ở mức giá này, bạn không mong đợi bia miễn phí trên mái nhà, và trà và cà phê miễn phí với đồ ăn nhẹ vào buổi chiều, nhưng nó thực sự là tất cả ở đó! Kinh ngạc!  Nhược điểm là phòng của chúng tôi. Không có gì là ""sai"" với nó, không đến mức tôi sẽ phàn nàn, nhưng khách hàng tiềm năng mới nên biết rằng một số phòng (của chúng ta, ví dụ: phòng 202) chỉ có một cửa sổ nhỏ mở ra trục thông gió. Điều này có nghĩa rằng bạn phải sử dụng con không khí để có được không khí trong lành. Ngoại trừ ở đây là vấn đề - bất cứ",  thg 4 2017,Mojzo Inn,ui_bubble_rating bubble_40,jennie2102,"Nhân viên tuyệt vời, cơ sở vật chất tốt, phòng ok"
"Món ăn ổn, nhân viên phục vụ Ngân Nguyễn và Bích Khải nhiệt tình, dọn bàn ăn liên tục, luôn hỏi ý kiến khách hàng, không gian sang trọng, rộng rãi. Tuy nhiên nên chú ý thêm về phần nướng, món ăn khá ít,",  thg 1 2023,Khách sạn và Spa Sheraton Nha Trang,ui_bubble_rating bubble_40,Thanh Trúc L,Ăn toi tai nha hang Feast
"Chuyến công tác 02 ngày, tôi và đồng nghiệp chon Dendro gold làm nơi nghĩ ngơi.  Phòng sạch sẽ, thoáng mát, có bancony và sea view rất đẹp. Diện tích phòng tuy hơi nhỏ nhưng rất tiện nghi. Khách sạn đã offer cho Early birthday của tôi một bánh kem rất ngon.  Rất cám ơn sự thân thiện và nhiệt tình của nhân viên khách snaj, và chăm sóc khách rất chu đáo của Ms. Vân - sales.  Hi vọng sẽ có dịp quay lại.  Tip 1: nên check trước với lễ tân về phòng toilet buổi tối có mùi không. Tip 2: Bạn muốn đi Vinpearl hãy đến trực tiếp Vinpearl và mua vé, đừng nghe theo taxi sẽ chở bạn đến office của họ, mua vé cũng same giá tienwd, nhưng rất mất thời gian. T3: Ăn hải sản thì đi xa trung tâm về hướng Vinpearl thì sẽ có hải sản tươi ngon và giá cả phải chăng.",  thg 4 2018,Dendro Gold Hotel,ui_bubble_rating bubble_40,Brian T,PHÒNG THOÁNG MÁT VÀ NHÂN VIÊN THÂN THIỆN
"Chúng tôi ở lại đây một vài đêm. Trong 3 tuần ở Việt Nam, đó là khách sạn lớn nhất chúng tôi ở. Nhân viên rất thân thiện nhưng phục vụ thì ít cá nhân hơn các khách sạn nhỏ hơn. Ăn sáng là OK nhưng lựa chọn có xu hướng bị hạn chế như các nhà phê bình khác đã lưu ý. Đáng ngạc nhiên, chúng tôi yêu cầu một thùng đá cho phòng của chúng tôi và bị tính phí 50, 000 đồng. Tôi chưa bao giờ bị tính phí cho một xô đá trong một khách sạn ở bất cứ nơi nào khác trên thế giới.  Vị trí là tốt và phòng của chúng tôi đã được bổ nhiệm và thoải mái.  Quá tệ là bãi biển và đại dương đầy rác. Chúng tôi miễn cưỡng xuống nước.",  thg 3 2019,Nagar Hotel Nha Trang,ui_bubble_rating bubble_40,sdigel,"Địa điểm đẹp, quá tệ về bãi biển"
"Gia đình mình nghỉ ở đây 3 đêm, khách sạn khá mới , thiết kế đẹp, vị trí gần biển , mọi thứ khá ổn và rất cám ơn khách sạn đã cho gia đình mình check in sớm hơn thời gian nhận phòng, Bạn Thư,Khoa rất xuất sắc trong công việc lễ tân của mình, thân thiện , nhiệt tình,  .Tuy nhiên với khoảng thời gian gia đình mình lưu trú tại đó vẫn còn một số điểm mình chưa thấy thực sự thoải mái , một vài ví dụ có thể khác sạn sẽ lưu tâm : Tài xế cần lịch sự , chuyên nghiệp hơn như trang phục, bảng đón. Đồ ăn sáng nên cải thiện theo hướng nhiều món ngon hơn .Nhà hàng mình gọi 3 lần cháo cho em bé thì 2 lần rất tệ, cháo sượng , chưa nhừ, ăn như cơm chan canh vậy.Khách sạn có dịch vụ ghế ngoài bãi biển miễn phí tuy nhiên dù số lượng có hạn khách sạn cũng nên thông báo về dịch vụ mình có cho khách",  thg 5 2017,Alana Nha Trang Beach Hotel,ui_bubble_rating bubble_40,Balobonlo,ok
"xứng đáng với số tiền mình bỏ ra. Lần sau sẽ ghé tiếp. mình đi du lịch sau 1 tâm thái cực kì stress trong cuộc sống, nhưng đến với alana. Mình cảm nhận rất rõ sự thoải mái, thân thiện, ấm áp vô cùng của các bạn phục vụ. 1 chút lóe sáng tươi mới trong cuộc sống quá nhiều bộn bề của mình. Nụ cười của các bạn tuy nhỏ nhưng nó làm mình thấy yêu con người hơn.",  thg 11 2016,Alana Nha Trang Beach Hotel,ui_bubble_rating bubble_40,trangd883,khá tốt
"Phòng sạch sẽ, tiện nghi khá đầy đủ tốt, thái độ phục vụ của nhân viên tốt. Cần nâng cấp để bể bơi có diện tích lớn hơn, nâng cấp phòng xông hơi, bể sục. Bổ sung các món ăn Việt Nam trong thực đơn, các món ăn cần đa dạng hơn để phù hợp với khẩu vị vùng miền khác nhau (món ăn vị hơi ngọt so với khẩu vị miền Bắc).",  thg 11 2016,Alana Nha Trang Beach Hotel,ui_bubble_rating bubble_40,anhngoc12,Du lịch nghỉ dưỡng vui vẻ
"Nhưng. . . vị trí trong một con hẻm làm cho nó thực sự khó khăn để thuyết phục bất kỳ taxi để có được bất cứ nơi nào gần khách sạn, vì vậy kế hoạch kéo va li của bạn khi bạn đến. Căn hộ ở trong tình trạng tốt và nhìn ra đại dương. Tất cả nhân viên chúng tôi gặp đều rất tuyệt và rất hữu ích. Ví dụ, chúng tôi sắp xếp dịch vụ xe hơi trở lại sân bay và khi họ nhận ra chúng tôi sẽ rời đi lúc 4:30 sáng, họ đóng gói các hộp ăn sáng cho mỗi người chúng tôi. Ăn sáng là hợp lý ngay cả khi nó miễn phí và chủ yếu là lựa chọn châu Á. Có thể thực sự đông đúc vì vậy sẽ khuyên bạn nên đi trước 8 để lựa chọn thực phẩm tốt nhất và ít đám đông hơn. Sau 9 cũng có nghĩa là ít đám đông hơn nhưng họ bắt đầu chạy ra khỏi một số lựa chọn tốt",  thg 7 2018,Maple Hotel & Apartment,ui_bubble_rating bubble_40,Es K,"Căn hộ nhìn ra biển tuyệt vời, dịch vụ khách hàng tuyệt vời"
"Chúng tôi đặt một căn hộ đó là một căn phòng rất đẹp, TV màn hình phẳng lớn thông minh với Netflix vv, tắm mưa đáng yêu, phòng được dọn dẹp với nhiều khăn tắm / đồ vệ sinh cá nhân và 2 ban công. Dịch vụ mặc dù rất căng thẳng - lễ tân khách sạn không thể giúp đỡ vì nó là riêng biệt và họ chỉ cho bạn theo hướng tiếp nhận căn hộ nhưng họ cũng không thể giúp bạn khi chúng tôi chỉ được chăm sóc bởi một cô gái trẻ? Vì vậy, bất cứ lúc nào chúng tôi cần bất cứ thứ gì họ phải gọi điện thoại di động của mình và sau đó cô ấy đến và gặp chúng tôi. Có vẻ như cô ấy không làm việc ở đó? Tại sao lại căng thẳng khi cố gắng giúp đỡ ngoài giờ. Trên quầy bar đáng yêu bên trên mái nhà với một hồ bơi và một cái nhìn đáng yêu của bãi biển",  thg 7 2018,Maple Hotel & Apartment,ui_bubble_rating bubble_40,Grà,Dịch vụ căn hộ rất khó hiểu
"Không được nhầm lẫn với các phòng cho thuê tư nhân ở tầng trên, Maple Hotel & Apartments thực sự tốt. Chúng tôi đã có một căn hộ 3 phòng ngủ trên tầng 12 và chúng tôi thấy nó rất sạch sẽ và thoải mái. Đối với một căn hộ, nó có những điều cơ bản về căn bản trong nhà bếp, nhưng chúng tôi không có ở đó để nấu ăn. Bộ đồ giường rất tuyệt như tắm. Chúng tôi đã có một máy giặt trên ban công và truy cập vào Netflix YouTube vv trên TV (thực sự không thể tìm thấy một kênh truyền hình thông thường). Thang máy bực bội một cách ngẫu nhiên và chậm chạp. Ăn sáng là đáng thất vọng. Cà phê là kinh tởm và sự lựa chọn thực phẩm phương Tây khá thiếu. Bánh mì trắng chỉ và sữa lạnh ấm. Rất nhiều lựa chọn châu Á mặc dù. Nhân viên trong khu vực này đã cố gắng nhưng có lẽ đã cam kết trong các nhu cầu",  thg 7 2018,Maple Hotel & Apartment,ui_bubble_rating bubble_40,Lesa4,Maple thật tuyệt
Nghĩ rằng tôi thuê một căn hộ dịch vụ - tiếc là không. Mặc dù tất cả các dịch vụ tồn tại bạn hoặc không thể sử dụng chúng hoặc bạn phải chờ đợi cho lứa tuổi. Không bao giờ nhìn thấy quản lý và nhân viên được để lại một mình mà không có sự hướng dẫn.,  thg 7 2018,Maple Hotel & Apartment,ui_bubble_rating bubble_10,Peter T,Mọi thứ đều là một vấn đề
"Khách sạn này phải đi qua đường mới tắm biển được, thực đơn sáng phong phú, view từ tầng 10 nhìn ra ngắm biển đẹp, ngoài ban công có bồn tắm sục nằm tắm và ngắm biển rất thú vị. Nhà hàng của khách sạn bình thường. Spa hơi đắt.",  thg 6 2016,Khách sạn & Spa Bãi biển Sunrise Nha Trang,ui_bubble_rating bubble_40,Cường L,"Ăn sáng ngon, giá hợp lý"
"Ks đẹp, chất lượng dịch vụ tốt, nhân viên hoà đồng. Nhiệt tình hướng dẫn khách. Không gian xanh, sạch, đẹp. Đồ ăn thức uống hợp khẩu vị. Đánh giá chung là tốt. Tuyệt vời. 😊😊❤️❤️❤️. Sẽ quay lại vào lần tới.",  thg 1 2023,Vinpearl Resort Nha Trang,ui_bubble_rating bubble_40,Le yen,Đánh giá
"Nầm ngày trung tâm thành phố Nhatrang, Galina hotel  & spa, tôi bị cuốn hút vào giữa không gian tuyệt hảo. Phòng ngủ sang đẹp, dịch vụ tám bùm khoáng spa thật thoải mái và dễ chịu. Đồ ăng phong phú ngon hấp dãn. Các bạn phục vụ tân tình chú đáo. Lưu trú 1 đêm mà các  bạn đã để lại ăn tượng trong lòng du khách. Tôi sẽ giới thiệu bạn bè đến tận hưởng các dịch vụ của khách sạn.   Beye!",  thg 3 2019,Galina Hotel & Spa,ui_bubble_rating bubble_40,marco,Chuyến công tác tại Nhatrang
"Rất thân thiện với nhân viên thân thiện tại quầy lễ tân với tiếng Anh hoàn hảo, cũng là một phạm vi tốt cho bữa ăn sáng với ngũ cốc, trứng và nước ép trái cây niềm đam mê tuyệt vời. Phòng sạch sẽ, nhà vệ sinh ok và chuối miễn phí và bánh quy nhỏ và các món ăn nhẹ truyền thống Việt Nam suốt cả ngày, một liên lạc tuyệt vời!",  thg 4 2017,Mojzo Inn,ui_bubble_rating bubble_40,samg00dall,Du khách
